artist,auction_house,auction_result,date_sold,dating,img available,inscribed,kind,lot_number,price_estimated,signed,size,stamped,title,with_premium
" 
        Max A.kuhn (1895-1976) Germany",Auktionshaus Bernd Rieber - Germany: Stuttgart,Unsold,12-03-2007,N/A,y,No,Oil on cardboard,879,195 EUR,Yes,19.69 x 23.23 in (50.01 x 59.00 cm),No,Seeufer,No
" 
        A.l.miller (1800-) England",Peter Francis  - United Kingdom: Carmarthen,Unsold,09-21-2010,N/A,y,No,Canvas ,2,N/A,Yes,18.00 x 36.00 in (45.72 x 91.44 cm),No,still life study of flowers and insects,No
" 
        A.m.clifton (1900-) ","Capes Dunn Auctioneers - United Kingdom: Lancashire, Manchester",Unsold,09-06-2011,N/A,y,No,Watercolor ,210,200 - 300 GBP,Yes,9.20 x 13.50 in (23.37 x 34.29 cm),No,Rural village scenes with figures and cottages,No
" 
        A.malmstrom (-) ",Auktionshuset Metropol AB - Sweden: Stockholm,200 SEK,03-20-2006,N/A,y,No,Oil painting,3059,N/A,Yes,11.42 x 14.57 in (29.01 x 37.01 cm),No,Åsögatan,No
" 
        A.marissat (-) ",Veilinghuis Bernaerts Hotel des Ventes - Belgium: Antwerpen,160 EUR,11-17-2009,N/A,y,No,Canvas ,432,300 - 400 EUR,Yes,18.11 x 14.96 in (46.00 x 38.00 cm),No,Seamstress,No
" 
        D. A.minotto (-) ",Gorringes - United Kingdom: Worthing,Unsold,12-03-2008,N/A,y,No,Watercolor ,1775,120 - 160 GBP,Yes,6.50 x 12.50 in (16.51 x 31.75 cm),No,"The Doges Palace, Venice",No
" 
        A.montgomerie (1900-) ",Lots Road - United Kingdom: London,Unsold,05-01-2005,N/A,n,No,Watercolor framed,369,100 - 150 GBP,Yes,14.57 x 20.47 in (37.01 x 51.99 cm),No,Bluebell Wood,No
" 
        A.montgomerie (1900-) ",Lots Road - United Kingdom: London,Unsold,04-17-2005,N/A,n,No,Watercolor ,358,100 - 200 GBP,Yes,14.57 x 20.47 in (37.01 x 51.99 cm),No,&#39;Bluebell Wood&#39;,No
" 
        Penck A.r (-) ","Christies - United Kingdom: London, King Street","60,000 GBP",07-01-2015,1984,n,No,Oil on canvas,149,"50,000 - 70,000 GBP",Yes,59.06 x 78.74 in (150.01 x 200.00 cm),No,Musikprobleme (Music Problems),Yes
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,200 EUR,05-30-2015,N/A,n,No,Woodcut on canvas,7437,400 EUR,Yes,22.05 x 29.29 in (56.01 x 74.40 cm),No,Ohne Titel (Frau mit Adler),No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,220 EUR,05-30-2015,N/A,n,No,Lithograph on paper,7438,400 EUR,Yes,29.37 x 21.85 in (74.60 x 55.50 cm),No,Ohne Titel,No
" 
        Penck A.r (-) ",Auctionata - United States of America: New York,Unsold,05-20-2015,N/A,n,No,Unknown ,45,"4,000 - 5,000 EUR",Yes,10.63 x 11.81 in (27.00 x 30.00 cm),No,Unknown,No
" 
        Penck A.r (-) ",Auctionata - United States of America: New York,Unsold,05-20-2015,N/A,y,No,Pen on paper,46,"1,120 - 1,400 EUR",Yes,9.45 x 12.40 in (24.00 x 31.50 cm),No,Figural Scene,No
" 
        Penck A.r (-) ",Auctionata - United States of America: New York,Unsold,05-20-2015,N/A,n,No,Pen on paper,48,"960 - 1,200 EUR",Yes,5.43 x 3.86 in (13.79 x 9.80 cm),No,Composition,No
" 
        Penck A.r (-) ",Dobiaschofsky Auktionen AG - Switzerland: Bern,Unsold,05-06-2015,1973,y,No,Pencil ,574,"3,000 CHF",Yes,14.96 x 16.93 in (38.00 x 43.00 cm),No,Ohne Titel.,No
" 
        Penck A.r (-) ",Auctionata - United States of America: New York,514 EUR,03-27-2015,N/A,y,No,Serigraph in colors on cardboard,154,600 EUR,Yes,34.02 x 44.49 in (86.41 x 113.00 cm),No,Figurative Composition,Yes
" 
        Penck A.r (-) ",Auctionata - United States of America: New York,707 EUR,03-27-2015,N/A,y,No,Serigraph in colors on cardboard,155,600 EUR,Yes,35.55 x 49.92 in (90.30 x 126.80 cm),No,Composition Grey & Black,Yes
" 
        Penck A.r (-) ",Auctionata - United States of America: New York,900 EUR,01-27-2015,N/A,n,No,Charcoal drawing,49,"1,400 EUR",Yes,9.45 x 6.30 in (24.00 x 16.00 cm),No,Portrait of a Women,No
" 
        Penck A.r (-) ",Casa d'Aste Meeting Art S.p.A - Italia: Vercelli,700 EUR,01-03-2015,N/A,n,No,Mixed Media on cardboard,31,N/A,Yes,19.69 x 27.56 in (50.01 x 70.00 cm),No,Senza titolo,No
" 
        Penck A.r (-) ",Alcalá Subastas - Spain: Madrid,Unsold,12-18-2014,1995,y,No,Acrylic on canvas,902,N/A,Yes,31.50 x 47.24 in (80.01 x 119.99 cm),No,Schwarz-Blauer Doppeladler,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,240 EUR,11-29-2014,N/A,y,No,Lithograph on paper,7366,300 EUR,Yes,25.98 x 20.08 in (65.99 x 51.00 cm),No,Komposition,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,270 EUR,11-29-2014,N/A,y,No,Screenprint on paper,7367,200 EUR,Yes,24.41 x 17.13 in (62.00 x 43.51 cm),No,Stehender Elefant,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,300 EUR,11-29-2014,N/A,y,No,Screenprint on paper,7369,200 EUR,Yes,24.41 x 17.13 in (62.00 x 43.51 cm),No,Stehender Elefant,No
" 
        Penck A.r (-) ",Auctionata - United States of America: New York,650 EUR,10-15-2014,1994,y,No,Aquatint in colour,85,800 EUR,Yes,27.36 x 35.24 in (69.49 x 89.51 cm),No,Sweet Nothings,No
" 
        Penck A.r (-) ","Venator & Hanstein KG - Germany, Cologne",Unsold,09-27-2014,N/A,y,No,Pencil on paper,1224,N/A,Yes,11.61 x 7.99 in (29.49 x 20.29 cm),No,OHNE TITEL (LÖWE),No
" 
        Penck A.r (-) ","Venator & Hanstein KG - Germany, Cologne",Unsold,09-27-2014,N/A,y,No,Pencil ,1225,N/A,Yes,11.61 x 8.27 in (29.49 x 21.01 cm),No,OHNE TITEL,No
" 
        Penck A.r (-) ","Venator & Hanstein KG - Germany, Cologne",Unsold,09-27-2014,N/A,y,No,Pencil ,1226,N/A,Yes,11.61 x 8.27 in (29.49 x 21.01 cm),No,GLEICHGÜLTIG FALLEN STEIGEN T.M.,No
" 
        Penck A.r (-) ","Venator & Hanstein KG - Germany, Cologne",360 EUR,09-27-2014,N/A,y,No,Etching ,1228,N/A,Yes,19.49 x 26.97 in (49.50 x 68.50 cm),No,OHNE TITEL,No
" 
        Penck A.r (-) ","Venator & Hanstein KG - Germany, Cologne",400 EUR,09-27-2014,N/A,y,No,Etching ,1229,N/A,Yes,21.06 x 32.09 in (53.49 x 81.51 cm),No,OHNE TITEL,No
" 
        Penck A.r (-) ","Venator & Hanstein KG - Germany, Cologne",350 EUR,09-27-2014,N/A,y,No,Color Lithograph ,1230,N/A,Yes,25.59 x 18.31 in (65.00 x 46.51 cm),No,OHNE TITEL (666),No
" 
        Penck A.r (-) ","Venator & Hanstein KG - Germany, Cologne",350 EUR,09-27-2014,N/A,y,No,Serigraph in colour,1231,N/A,Yes,35.24 x 27.56 in (89.51 x 70.00 cm),No,OHNE TITEL (TIGERKOPF),No
" 
        Penck A.r (-) ","Venator & Hanstein KG - Germany, Cologne",Unsold,09-27-2014,N/A,y,No,Serigraph in colour,1232,N/A,Yes,35.43 x 27.56 in (89.99 x 70.00 cm),No,OHNE TITEL,No
" 
        Penck A.r (-) ","Venator & Hanstein KG - Germany, Cologne",Unsold,09-27-2014,N/A,y,No,Serigraph in colour,1233,N/A,Yes,35.43 x 27.56 in (89.99 x 70.00 cm),No,OHNE TITEL,No
" 
        Penck A.r (-) ","Christies - The United States: New York, ROCKEFELLER PLAZA","62,500 USD",09-23-2014,1982,n,No,Acrylic on canvas,160,"60,000 - 80,000 USD",Yes,51.20 x 110.20 in (130.05 x 279.91 cm),No,Trennung in Verdoppelin 1,No
" 
        Penck A.r (-) ",Schmidt Kunstauktionen Dresden OHG - Germany: Dresden,460 EUR,09-13-2014,1980,y,No,Etching on canvas,550,N/A,Yes,8.98 x 19.49 in (22.81 x 49.50 cm),No,Deutsches Theater Keller. Hommage à L[o]uis Moholo,No
" 
        Penck A.r (-) ",Christies - The Netherlands: Amsterdam,"199,500 EUR",11-05-2013,N/A,n,No,Painting ,51,"100,000 - 150,000 EUR",Yes,25.39 x 25.39 in (64.49 x 64.49 cm),No,Untitled (Y/2),Yes
" 
        Penck A.r (-) ",Phillips - The United States: New York,"2,750 USD",10-28-2013,N/A,y,No,Print silkscreen inks and reflective beads on canvas,152,"2,000 - 3,000 USD",Yes,33.50 x 47.52 in (85.09 x 120.70 cm),No,Untitled; and Quo Vadis Germania,Yes
" 
        Penck A.r (-) ",Piasa - France: Paris,Unsold,10-16-2013,N/A,y,No,Chalk on paper,155,"1,000 - 1,500 EUR",Yes,11.61 x 8.27 in (29.49 x 21.01 cm),No,Zeichnung zu Skulptur,No
" 
        Penck A.r (-) ",Vanderkindere - Belgium: Bruxelles,"3,000 EUR",10-15-2013,N/A,n,No,Mixed Media on paper,55,N/A,Yes,27.56 x 19.29 in (70.00 x 49.00 cm),No,Personnage,No
" 
        Penck A.r (-) ",Phillips - United Kingdom: London,"16,250 GBP",06-28-2013,1993,y,No,Acrylic on canvas,200,"15,000 - 20,000 GBP",Yes,39.84 x 32.76 in (101.19 x 83.21 cm),No,The right point,Yes
" 
        Penck A.r (-) ",Phillips - United Kingdom: London,Unsold,06-28-2013,N/A,y,No,Acrylic on canvas,201,"12,000 - 18,000 GBP",Yes,62.99 x 51.30 in (159.99 x 130.30 cm),No,Venlon 3,No
" 
        Penck A.r (-) ","Christies - United Kingdom: London, King Street","73,875 GBP",06-26-2013,N/A,y,No,Acrylic on canvas,149,"40,000 - 60,000 GBP",Yes,78.74 x 118.11 in (200.00 x 300.00 cm),No,Zwei Augen (für Chillida) (Two Eyes),Yes
" 
        Penck A.r (-) ",Hauswedell & Nolte - Germany: Hamburg,Unsold,06-06-2013,1989,n,No,Aquatint ,1357,"2,500 EUR",Yes,25.00 x 38.98 in (63.50 x 99.01 cm),No,Loch in der Mauer,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,400 EUR,06-01-2013,N/A,y,No,Unknown ,7312,300 EUR,Yes,19.41 x 14.96 in (49.30 x 38.00 cm),No,Deutschland vor der Wahl,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,400 EUR,06-01-2013,N/A,y,No,Print on paper,7313,300 EUR,Yes,29.92 x 20.87 in (76.00 x 53.01 cm),No,Mann und Frau,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,800 EUR,06-01-2013,N/A,y,No,Mixed Media on paper,7314,900 EUR,Yes,26.38 x 26.38 in (67.01 x 67.01 cm),No,Ur End Standart II,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,200 EUR,06-01-2013,N/A,y,No,Lithograph on paper,7315,400 EUR,Yes,15.87 x 12.01 in (40.31 x 30.51 cm),No,Italienisches Mädchen,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,"1,000 EUR",06-01-2013,N/A,y,No,Serigraph on paper,7316,450 EUR,Yes,33.90 x 48.11 in (86.11 x 122.20 cm),No,Figürliche Komposition,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,440 EUR,06-01-2013,N/A,y,No,Linocut on paper,7317,300 EUR,Yes,24.41 x 17.13 in (62.00 x 43.51 cm),No,Frau mit Tier,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,350 EUR,06-01-2013,N/A,y,No,Lithograph on paper,7318,300 EUR,Yes,17.91 x 12.52 in (45.49 x 31.80 cm),No,Mann mit Speer und Adler,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,300 EUR,06-01-2013,7319,y,No,Lithograph on paper,7319,300 EUR,Yes,17.52 x 11.42 in (44.50 x 29.01 cm),No,Zwei Männer,No
" 
        Penck A.r (-) ",Galerie Bassenge - Germany: Berlin-Grunewald,440 EUR,06-01-2013,N/A,y,No,Lithograph on paper,7320,300 EUR,Yes,20.08 x 26.38 in (51.00 x 67.01 cm),No,Komposition,No
" 
        Penck A.r (-) ",Lempertz - Germany: Cologne,"19,520 EUR",05-24-2013,N/A,y,No,Bronze ,541,"10,000 - 15,000 EUR",Yes,31.50 x 0 in (80.01 x 0.00 cm),No,STANDART T (X) II,No
" 
        Penck A.r (-) ",Lempertz - Germany: Cologne,Unsold,05-24-2013,N/A,y,No,Acrylic on canvas,542,"16,000 - 18,000 EUR",Yes,19.69 x 23.62 in (50.01 x 59.99 cm),No,UNTITLED,No
" 
        Penck A.r (-) ",Lempertz - Germany: Cologne,"21,960 EUR",05-24-2013,N/A,y,No,Acrylic screenprint in colours,543,"10,000 - 15,000 EUR",Yes,51.18 x 62.99 in (130.00 x 159.99 cm),No,DREI VON VIELEN,Yes
" 
        Penck A.r (-) ",Schmidt Kunstauktionen Dresden OHG - Germany: Dresden,440 EUR,03-09-2013,N/A,y,No,Drypoint and etching,314,300 EUR,Yes,9.57 x 13.90 in (24.31 x 35.31 cm),No,Deutsche Familie 1. Stadium,No
" 
        Penck A.r (-) ",Schmidt Kunstauktionen Dresden OHG - Germany: Dresden,480 EUR,03-09-2013,N/A,y,No,Drypoint and etching,315,300 EUR,Yes,9.57 x 13.90 in (24.31 x 35.31 cm),No,Deutsche Familie 4te Fassung,No
" 
        Penck A.r (-) ",Auktionshaus Mag. Johann Sebök - Germany: Bamberg,140 EUR,03-09-2013,N/A,y,No,Unknown ,1185,140 EUR,Yes,3.94 x 5.51 in (10.01 x 14.00 cm),No,Rotes Pferd,No
" 
        Penck A.r (-) ",Auktionshaus Mag. Johann Sebök - Germany: Bamberg,Unsold,12-08-2012,N/A,y,No,Unknown ,1104,N/A,Yes,9.84 x 11.42 in (24.99 x 29.01 cm),No,nbekannte Gesellschaft - Gesellschaft für Deutsch-Deutsche Freundschaf,No
" 
        Penck A.r (-) ",Auktionshaus Mag. Johann Sebök - Germany: Bamberg,90 EUR,12-08-2012,N/A,y,No,Unknown ,1122,N/A,No,12.20 x 8.27 in (30.99 x 21.01 cm),No,"Er denkt, jetzt hat er ihn",No
" 
        Penck A.r (-) ",VAN HAM Fine Art Auctions - Germany: Cologne,"8,000 EUR",11-28-2012,N/A,y,No,Unknown ,388,"10,000 - 15,000 EUR",No,18.90 x 66.93 x 31.50 in (48.01 x 170.00 x 80.01 cm),No,Doubling,No
" 
        Penck A.r (-) ",VAN HAM Fine Art Auctions - Germany: Cologne,"2,900 EUR",11-28-2012,1990,y,No,Etching on paper,389,"3,000 - 4,000 EUR",Yes,29.72 x 21.26 in (75.49 x 54.00 cm),No,Jewish Jetset.,No
" 
        Penck A.r (-) ",VAN HAM Fine Art Auctions - Germany: Cologne,Unsold,11-28-2012,1990,y,No,Mixed Media ,390,"5,000 - 7,000 EUR",Yes,62.99 x 47.24 x 39.37 in (159.99 x 119.99 x 100.00 cm),No,Untitled,No
" 
        Penck A.r (-) ",VAN HAM Fine Art Auctions - Germany: Cologne,Unsold,11-28-2012,N/A,y,No,Ceramic ,391,"2,000 - 3,000 EUR",Yes,6.69 x 4.72 x 4.72 in (16.99 x 11.99 x 11.99 cm),No,Egg,No
" 
        Penck A.r (-) ",VAN HAM Fine Art Auctions - Germany: Cologne,"1,800 EUR",11-28-2012,N/A,y,No,Mixed Media on paper,805,"1,200 - 1,500 EUR",Yes,12.60 x 9.45 in (32.00 x 24.00 cm),No,A kick in the nuts,No
" 
        Penck A.r (-) ",VAN HAM Fine Art Auctions - Germany: Cologne,500 EUR,11-28-2012,N/A,y,No,Watercolor over etching on laid card,806,400 - 500 EUR,Yes,14.96 x 11.22 in (38.00 x 28.50 cm),No,Untitled,No
" 
        Penck A.r (-) ",VAN HAM Fine Art Auctions - Germany: Cologne,850 EUR,11-28-2012,N/A,y,No,Serigraph ,807,600 - 800 EUR,No,39.57 x 29.13 in (100.51 x 73.99 cm),No,Untitled,No
" 
        Penck A.r (-) ",Rosebery´s - United Kingdom: London,Unsold,09-18-2012,N/A,y,No,Oil on canvas,675,N/A,Yes,19.61 x 23.43 in (49.81 x 59.51 cm),No,Untitled,No
" 
        George Stubbs, A.r.a. (1724-1806) ","Christies - United Kingdom: London, King Street","593,895 USD",12-08-2009,N/A,y,No,Painting ,19,"328,800 - 493,200 USD",No,24.02 x 27.64 in (61.01 x 70.21 cm),No,"AntinoÃ¼s, a chestnut racehorse, in a landscape",No
" 
        A.robida (-) ",Camard & Associés - France: Paris,250 EUR,10-10-2011,N/A,y,No,Print ,84,100 - 150 EUR,No,28.74 x 40.94 in (73.00 x 103.99 cm),No,RAILWAY Orleans and the South and Tourist Information. The city of Carcassonne,No
" 
        A.sorin (-) ",Brightwells - United Kingdom: Herefordshire,100 EUR,02-03-2012,N/A,y,No,Watercolor ,203,80 - 100 EUR,No,8.66 x 10.63 in (22.00 x 27.00 cm),No,Les bateaux au port,No
" 
        A.szerbako (-) ",Leo Spik KG - Germany: Berlin,Unsold,12-02-2010,N/A,n,No,Cardboard ,192,200 EUR,No,8.27 x 9.84 in (21.01 x 24.99 cm),No,Alte Moorkate am Moorgraben,No
" 
        A.tabal (-) ",La Suite Subastas - Spain: Barcelona,30 EUR,07-09-2011,N/A,y,No,Watercolor on paper,406,30 EUR,No,11.42 x 7.87 in (29.01 x 19.99 cm),Yes,"""En la capilla""",No
" 
        A.tunbridge (1858-1861) England",Dorotheum - Austria: Salzburg,300 EUR,03-23-2005,N/A,n,No,Oil on canvas,148,600 - 900 EUR,No,10.04 x 14.17 in (25.50 x 35.99 cm),No,Stillleben mit Weintrauben,No
" 
        A.v.craig (1800-) United States of America",The Cobbs Auctioneers - United States of America: New Hampshire,Unsold,10-11-2014,N/A,y,No,Oil on board,294,N/A,No,13.70 x 17.50 in (34.80 x 44.45 cm),No,a water-mill by a lake,No
" 
        A.v.tirard (1800-1900) ","Penrith Farmers´ & Kidd´s Plc - United Kingdom: Penrith, Cumbria",Unsold,08-17-2011,N/A,y,No,Oil on canvas,546,120 - 180 GBP,No,8.66 x 11.42 in (22.00 x 29.01 cm),No,"URQUHART CASTLE, LOCH NESS",No
" 
        A.villard (1930-) France","Winter Associates - The United States: Connecticut, Plainville",100 USD,03-19-2012,N/A,y,No,Oil on canvas,125,100 - 200 USD,Yes,15.20 x 29.50 in (38.61 x 74.93 cm),No,view of dock,No
" 
        G. A`aguanno (-) ",Eurantico s.r.l - Italia: Vignanello,90 EUR,03-25-2006,N/A,n,No,Oil on canvas,379,60 EUR,Yes,19.69 x 27.56 in (50.01 x 70.00 cm),No,Panorama.,No
" 
        Maria A’becket (-1904) United States of America","North East Auctions - The United States: Portsmouth, New Hampshire",400 USD,05-26-2012,N/A,y,No,Oil on canvas,148,500 - 800 USD,No,14.00 x 24.00 in (35.56 x 60.96 cm),No,WOODLAND STREAM,No
" 
        Maria A’becket (-1904) United States of America","Skinner - The United States: Boston, Massachusetts",474 USD,04-13-2011,N/A,n,No,Oil on board,112,300 - 500 USD,Yes,12.00 x 18.70 in (30.48 x 47.50 cm),No,Landscape with Stream.,No
" 
        Maria A’becket (-1904) United States of America","Heritage Auctions - The United States: Texas, Dallas",239 USD,06-11-2009,N/A,n,No,Offset on panel,77212,N/A,Yes,12.25 x 18.50 in (31.12 x 46.99 cm),No,Ocean Scene,Yes
" 
        Maria A’becket (-1904) United States of America","Skinner - The United States: Boston, Massachusetts","1,175 USD",09-15-2006,N/A,y,No,Oil on Masonite,594,"1,000 - 1,500 USD",Yes,20.00 x 30.00 in (50.80 x 76.20 cm),No,Waves,No
" 
        Maria A’becket (-1904) United States of America","Stair Galleries - The United States: Claverack, New York",800 USD,04-22-2006,N/A,y,No,Oil on board,66,"50,000 - 70,000 USD",Yes,12.00 x 18.00 in (30.48 x 45.72 cm),No,MOUNTAIN TRAIL IN SPRING,No
" 
        Maria A’becket (-1904) United States of America","North East Auctions - The United States: Portsmouth, New Hampshire","2,800 NOK",02-25-2006,N/A,y,No,Oil on canvas,552,N/A,Yes,22.00 x 36.00 in (55.88 x 91.44 cm),No,LANDSCAPE,No
" 
        A1one (1981-) ",Artcurial - Briest-Poulain-Le Fur - France: Paris,"2,600 EUR",02-04-2015,2013,y,No,Ink on cardboard,183,"2,000 - 3,000 EUR",Yes,23.23 x 31.10 in (59.00 x 78.99 cm),No,SANS TITRE,Yes
" 
        A1one (1981-) ",Artcurial - Briest-Poulain-Le Fur - France: Paris,"5,850 EUR",02-05-2014,N/A,n,No,Pochoir ,173,"4,500 - 5,000 EUR",Yes,47.24 x 82.68 in (119.99 x 210.01 cm),No,STENCILED REVOLUTION BISHOMARE,Yes
" 
        Zsigmond Aál (1931-1993) ",Auktionshaus Rütten - Germany: Forstinning,Unsold,09-21-2013,N/A,y,No,Gouache on cardboard,192,50 EUR,Yes,27.17 x 19.69 in (69.01 x 50.01 cm),No,Kirche in Szentendre.,No
" 
        Berkvitz Ab (-) ",Auktionshuset Metropol AB - Sweden: Stockholm,100 SEK,04-11-2005,N/A,n,No,Oil painting,1254,N/A,No,28.74 x 23.62 in (73.00 x 59.99 cm),No,luftballong,No
" 
        Xenakis Ab (-) ",Aguttes - France: Paris,Unsold,09-22-2005,N/A,n,No,Oil and ink on canvas,202,"2,500 - 2,700 EUR",No,39.37 x 31.89 in (100.00 x 81.00 cm),No,Bleu opposé relation,No
" 
        Xenakis Ab (-) ",Talma - France: Nantes,Unsold,07-07-2005,N/A,n,No,Mixed Technique and ink on canvas,214,"3,000 - 3,200 EUR",No,39.37 x 31.89 in (100.00 x 81.00 cm),No,Bleu opposé relation,No
" 
        Klaster Ab (1800-) ",Van Sabben Poster Auctions - Netherlands: Hoorn,96 EUR,12-17-2006,1963,y,No,Unknown ,178,160 EUR,No,26.18 x 37.20 in (66.50 x 94.49 cm),No,evolutie+perspectief,Yes
" 
        Leo Aba (-) ",Subastas de Arte Roldan - Argentina: Ciudad Autónoma de Buenos Aires,Unsold,12-02-2007,c. 1955,y,No,Poster ,324,120 EUR,No,26.77 x 38.98 in (68.00 x 99.01 cm),No,Bardahl Motor Oil,No
" 
        Leo Aba (-) ",Van Sabben Poster Auctions - Netherlands: Hoorn,420 EUR,05-20-2007,1955,y,No,Poster ,324,120 - 250 EUR,No,26.97 x 38.98 in (68.50 x 99.01 cm),No,Bardahl Motor Oil,Yes
" 
        Gerhard Aba (1954-) Austria",Dorotheum - Austria: Wien,Unsold,04-16-2009,2007,y,No,Photograph ,245,700 - 900 EUR,Yes,17.64 x 11.93 in (44.81 x 30.30 cm),No,Verhüllt im schwarzen Schleier,No
" 
        Abacuc (-) Italy",Sant&#39;Agostino - Italy: Turin,800 EUR,06-09-2008,N/A,y,No,Painting ,325,"1,100 - 1,450 EUR",No,15.75 x 19.69 in (40.00 x 50.01 cm),No,&#39;Il bovide dell&#39;altrove&#39;,No
" 
        Abacuc (-) Italy",Sant&#39;Agostino - Italy: Turin,"1,300 EUR",11-20-2006,N/A,y,No,Acrylic on cardboard,86,"1,000 - 1,300 EUR",No,31.50 x 23.62 in (80.01 x 59.99 cm),No,V° Terra-organica,No
" 
        Abacuc (-) Italy",Sant&#39;Agostino - Italy: Turin,"1,500 EUR",06-19-2006,1979,y,No,Oil on canvas,256,"1,000 - 1,300 EUR",No,23.62 x 31.50 in (59.99 x 80.01 cm),No,&#39;Monte Rosa&#39; 1979,No
" 
        Pacita Abad (1946-2004) Philippines",Christies - China: Hong Kong,"150,000 HKD",05-31-2015,N/A,n,No,"Oil acrylic, buttons, mirrors on stitched and padded trapunto canvas",601,"80,000 - 120,000 HKD",Yes,82.68 x 59.06 in (210.01 x 150.01 cm),No,To Paint For You,Yes
" 
        Pacita Abad (1946-2004) Philippines",Sothebys - China: Hong Kong,"350,000 HKD",04-05-2015,N/A,n,No,Oil ,221,"80,000 - 150,000 HKD",Yes,96.26 x 53.54 in (244.50 x 135.99 cm),No,BULAKLAK (FLOWER),Yes
" 
        Pacita Abad (1946-2004) Philippines",Sothebys - Singapore: Singapore,"18,000 SGD",09-15-2007,&#39;92,n,No,Oil on canvas,27,"15,000 - 20,000 SGD",Yes,87.99 x 59.06 in (223.49 x 150.01 cm),No,ORANGE GLADIOLA,Yes
" 
        Pacita Abad (1946-2004) Philippines",Sothebys - Singapore: Singapore,"18,000 SGD",04-28-2007,N/A,y,No,Oil and acrylic on canvas,41,"15,000 - 20,000 SGD",Yes,88.19 x 51.57 in (224.00 x 130.99 cm),No,RED CANA,Yes
" 
        Pacita Abad (1946-2004) Philippines",Christies - China: Hong Kong,"12,000 HKD",11-26-2006,2003,y,No,"Lithograph 38-colour, coloured paper pulp, lithograph, linocut, photo-polymer relief, collage embellishments on handmade cream STPI paper",56,"12,000 - 18,000 HKD",Yes,42.01 x 32.01 in (106.71 x 81.31 cm),No,Feel the beat!,Yes
" 
        Pacita Abad (1946-2004) Philippines",Christies - China: Hong Kong,Unsold,11-26-2006,N/A,y,No,Oil hand-woven ikat cloth stitched on padded canvas,57,"25,000 - 30,000 HKD",Yes,23.62 x 35.43 in (59.99 x 89.99 cm),No,Beads around her waist,No
" 
        Pacita Abad (1946-2004) Philippines",Christies - China: Hong Kong,"36,000 HKD",05-28-2006,N/A,y,No,"Acrylic and oil, embellished with buttons on stitched canvas",91,"30,000 - 48,000 HKD",Yes,34.96 x 35.71 in (88.80 x 90.70 cm),No,Hooker&#39;s green,Yes
